familia,evento,mercado,bucket,K,h,p,y,valor,volume
FOMC,2024-11-07,Fed decreases interest rates by 75+ bps after November 2024 meeting?,0,5,5,0.0025,0.0,-87.5,15031954.754479
FOMC,2024-11-07,Fed decreases interest rates by 50 bps after November 2024 meeting?,1,5,5,0.046,0.0,-50.0,8393267.791414
FOMC,2024-11-07,Fed decreases interest rates by 25 bps after November 2024 meeting?,2,5,5,0.925,1.0,-25.0,5010507.074128
FOMC,2024-11-07,No change in Fed interest rates after 2024 November meeting?,3,5,5,0.027,0.0,0.0,7995206.758932
FOMC,2024-11-07,Fed increases interest rates by 25+ bps after November 2024 meeting?,4,5,5,0.003,0.0,37.5,133955589.249666
FOMC,2024-11-07,Fed decreases interest rates by 75+ bps after November 2024 meeting?,0,5,10,0.003,0.0,-87.5,15031954.754479
FOMC,2024-11-07,Fed decreases interest rates by 50 bps after November 2024 meeting?,1,5,10,0.0525,0.0,-50.0,8393267.791414
FOMC,2024-11-07,Fed decreases interest rates by 25 bps after November 2024 meeting?,2,5,10,0.825,1.0,-25.0,5010507.074128
FOMC,2024-11-07,No change in Fed interest rates after 2024 November meeting?,3,5,10,0.1265,0.0,0.0,7995206.758932
FOMC,2024-11-07,Fed increases interest rates by 25+ bps after November 2024 meeting?,4,5,10,0.0025,0.0,37.5,133955589.249666
FOMC,2024-11-07,Fed decreases interest rates by 75+ bps after November 2024 meeting?,0,5,15,0.004,0.0,-87.5,15031954.754479
FOMC,2024-11-07,Fed decreases interest rates by 50 bps after November 2024 meeting?,1,5,15,0.051,0.0,-50.0,8393267.791414
FOMC,2024-11-07,Fed decreases interest rates by 25 bps after November 2024 meeting?,2,5,15,0.825,1.0,-25.0,5010507.074128
FOMC,2024-11-07,No change in Fed interest rates after 2024 November meeting?,3,5,15,0.1205,0.0,0.0,7995206.758932
FOMC,2024-11-07,Fed increases interest rates by 25+ bps after November 2024 meeting?,4,5,15,0.002,0.0,37.5,133955589.249666
FOMC,2024-11-07,Fed decreases interest rates by 75+ bps after November 2024 meeting?,0,5,20,0.0045,0.0,-87.5,15031954.754479
FOMC,2024-11-07,Fed decreases interest rates by 50 bps after November 2024 meeting?,1,5,20,0.0405,0.0,-50.0,8393267.791414
FOMC,2024-11-07,Fed decreases interest rates by 25 bps after November 2024 meeting?,2,5,20,0.795,1.0,-25.0,5010507.074128
FOMC,2024-11-07,No change in Fed interest rates after 2024 November meeting?,3,5,20,0.1265,0.0,0.0,7995206.758932
FOMC,2024-11-07,Fed increases interest rates by 25+ bps after November 2024 meeting?,4,5,20,0.0025,0.0,37.5,133955589.249666
FOMC,2024-11-07,Fed decreases interest rates by 75+ bps after November 2024 meeting?,0,5,30,0.0045,0.0,-87.5,15031954.754479
FOMC,2024-11-07,Fed decreases interest rates by 50 bps after November 2024 meeting?,1,5,30,0.095,0.0,-50.0,8393267.791414
FOMC,2024-11-07,Fed decreases interest rates by 25 bps after November 2024 meeting?,2,5,30,0.755,1.0,-25.0,5010507.074128
FOMC,2024-11-07,No change in Fed interest rates after 2024 November meeting?,3,5,30,0.147,0.0,0.0,7995206.758932
FOMC,2024-11-07,Fed increases interest rates by 25+ bps after November 2024 meeting?,4,5,30,0.0025,0.0,37.5,133955589.249666
FOMC,2024-11-07,Fed decreases interest rates by 75+ bps after November 2024 meeting?,0,5,45,0.0245,0.0,-87.5,15031954.754479
FOMC,2024-11-07,Fed decreases interest rates by 50 bps after November 2024 meeting?,1,5,45,0.42,0.0,-50.0,8393267.791414
FOMC,2024-11-07,Fed decreases interest rates by 25 bps after November 2024 meeting?,2,5,45,0.485,1.0,-25.0,5010507.074128
FOMC,2024-11-07,No change in Fed interest rates after 2024 November meeting?,3,5,45,0.055,0.0,0.0,7995206.758932
FOMC,2024-11-07,Fed increases interest rates by 25+ bps after November 2024 meeting?,4,5,45,0.0015,0.0,37.5,133955589.249666
FOMC,2024-11-07,Fed decreases interest rates by 75+ bps after November 2024 meeting?,0,5,60,0.0565,0.0,-87.5,15031954.754479
FOMC,2024-11-07,Fed decreases interest rates by 50 bps after November 2024 meeting?,1,5,60,0.435,0.0,-50.0,8393267.791414
FOMC,2024-11-07,Fed decreases interest rates by 25 bps after November 2024 meeting?,2,5,60,0.435,1.0,-25.0,5010507.074128
FOMC,2024-11-07,No change in Fed interest rates after 2024 November meeting?,3,5,60,0.065,0.0,0.0,7995206.758932
FOMC,2024-11-07,Fed increases interest rates by 25+ bps after November 2024 meeting?,4,5,60,0.005,0.0,37.5,133955589.249666
FOMC,2024-12-18,Fed decreases interest rates by 75+ bps after December 2024 meeting?,0,5,0,0.0005,0.0,-87.5,13304399.0156328
FOMC,2024-12-18,Fed decreases interest rates by 50 bps after December 2024 meeting?,1,5,0,0.0015,0.0,-50.0,9192309.53167407
FOMC,2024-12-18,Fed decreases interest rates by 25 bps after December 2024 meeting?,2,5,0,0.9505,1.0,-25.0,7490697.06615098
FOMC,2024-12-18,No change in Fed interest rates after December 2024 meeting?,3,5,0,0.047,0.0,0.0,7400313.75189
FOMC,2024-12-18,Fed increases interest rates by 25+ bps after December 2024 meeting?,4,5,0,0.0005,0.0,37.5,10228496.464075
FOMC,2024-12-18,Fed decreases interest rates by 75+ bps after December 2024 meeting?,0,5,1,0.0005,0.0,-87.5,13304399.0156328
FOMC,2024-12-18,Fed decreases interest rates by 50 bps after December 2024 meeting?,1,5,1,0.0035,0.0,-50.0,9192309.53167407
FOMC,2024-12-18,Fed decreases interest rates by 25 bps after December 2024 meeting?,2,5,1,0.971,1.0,-25.0,7490697.06615098
FOMC,2024-12-18,No change in Fed interest rates after December 2024 meeting?,3,5,1,0.0265,0.0,0.0,7400313.75189
FOMC,2024-12-18,Fed increases interest rates by 25+ bps after December 2024 meeting?,4,5,1,0.0005,0.0,37.5,10228496.464075
FOMC,2024-12-18,Fed decreases interest rates by 75+ bps after December 2024 meeting?,0,5,2,0.0015,0.0,-87.5,13304399.0156328
FOMC,2024-12-18,Fed decreases interest rates by 50 bps after December 2024 meeting?,1,5,2,0.0045,0.0,-50.0,9192309.53167407
FOMC,2024-12-18,Fed decreases interest rates by 25 bps after December 2024 meeting?,2,5,2,0.956,1.0,-25.0,7490697.06615098
FOMC,2024-12-18,No change in Fed interest rates after December 2024 meeting?,3,5,2,0.039,0.0,0.0,7400313.75189
FOMC,2024-12-18,Fed increases interest rates by 25+ bps after December 2024 meeting?,4,5,2,0.0005,0.0,37.5,10228496.464075
FOMC,2024-12-18,Fed decreases interest rates by 75+ bps after December 2024 meeting?,0,5,3,0.002,0.0,-87.5,13304399.0156328
FOMC,2024-12-18,Fed decreases interest rates by 50 bps after December 2024 meeting?,1,5,3,0.0055,0.0,-50.0,9192309.53167407
FOMC,2024-12-18,Fed decreases interest rates by 25 bps after December 2024 meeting?,2,5,3,0.9655,1.0,-25.0,7490697.06615098
FOMC,2024-12-18,No change in Fed interest rates after December 2024 meeting?,3,5,3,0.0275,0.0,0.0,7400313.75189
FOMC,2024-12-18,Fed increases interest rates by 25+ bps after December 2024 meeting?,4,5,3,0.0005,0.0,37.5,10228496.464075
FOMC,2024-12-18,Fed decreases interest rates by 75+ bps after December 2024 meeting?,0,5,5,0.0015,0.0,-87.5,13304399.0156328
FOMC,2024-12-18,Fed decreases interest rates by 50 bps after December 2024 meeting?,1,5,5,0.006,0.0,-50.0,9192309.53167407
FOMC,2024-12-18,Fed decreases interest rates by 25 bps after December 2024 meeting?,2,5,5,0.9445,1.0,-25.0,7490697.06615098
FOMC,2024-12-18,No change in Fed interest rates after December 2024 meeting?,3,5,5,0.048,0.0,0.0,7400313.75189
FOMC,2024-12-18,Fed increases interest rates by 25+ bps after December 2024 meeting?,4,5,5,0.0005,0.0,37.5,10228496.464075
FOMC,2024-12-18,Fed decreases interest rates by 75+ bps after December 2024 meeting?,0,5,10,0.0025,0.0,-87.5,13304399.0156328
FOMC,2024-12-18,Fed decreases interest rates by 50 bps after December 2024 meeting?,1,5,10,0.0125,0.0,-50.0,9192309.53167407
FOMC,2024-12-18,Fed decreases interest rates by 25 bps after December 2024 meeting?,2,5,10,0.86,1.0,-25.0,7490697.06615098
FOMC,2024-12-18,No change in Fed interest rates after December 2024 meeting?,3,5,10,0.125,0.0,0.0,7400313.75189
FOMC,2024-12-18,Fed increases interest rates by 25+ bps after December 2024 meeting?,4,5,10,0.0035,0.0,37.5,10228496.464075
FOMC,2024-12-18,Fed decreases interest rates by 75+ bps after December 2024 meeting?,0,5,15,0.004,0.0,-87.5,13304399.0156328
FOMC,2024-12-18,Fed decreases interest rates by 50 bps after December 2024 meeting?,1,5,15,0.013,0.0,-50.0,9192309.53167407
FOMC,2024-12-18,Fed decreases interest rates by 25 bps after December 2024 meeting?,2,5,15,0.715,1.0,-25.0,7490697.06615098
FOMC,2024-12-18,No change in Fed interest rates after December 2024 meeting?,3,5,15,0.245,0.0,0.0,7400313.75189
FOMC,2024-12-18,Fed increases interest rates by 25+ bps after December 2024 meeting?,4,5,15,0.0035,0.0,37.5,10228496.464075
FOMC,2024-12-18,Fed decreases interest rates by 75+ bps after December 2024 meeting?,0,5,20,0.0035,0.0,-87.5,13304399.0156328
FOMC,2024-12-18,Fed decreases interest rates by 50 bps after December 2024 meeting?,1,5,20,0.015,0.0,-50.0,9192309.53167407
FOMC,2024-12-18,Fed decreases interest rates by 25 bps after December 2024 meeting?,2,5,20,0.675,1.0,-25.0,7490697.06615098
FOMC,2024-12-18,No change in Fed interest rates after December 2024 meeting?,3,5,20,0.305,0.0,0.0,7400313.75189
FOMC,2024-12-18,Fed increases interest rates by 25+ bps after December 2024 meeting?,4,5,20,0.004,0.0,37.5,10228496.464075
FOMC,2024-12-18,Fed decreases interest rates by 75+ bps after December 2024 meeting?,0,5,30,0.0065,0.0,-87.5,13304399.0156328
FOMC,2024-12-18,Fed decreases interest rates by 50 bps after December 2024 meeting?,1,5,30,0.0185,0.0,-50.0,9192309.53167407
FOMC,2024-12-18,Fed decreases interest rates by 25 bps after December 2024 meeting?,2,5,30,0.65,1.0,-25.0,7490697.06615098
FOMC,2024-12-18,No change in Fed interest rates after December 2024 meeting?,3,5,30,0.315,0.0,0.0,7400313.75189
FOMC,2024-12-18,Fed increases interest rates by 25+ bps after December 2024 meeting?,4,5,30,0.0055,0.0,37.5,10228496.464075
FOMC,2024-12-18,Fed decreases interest rates by 75+ bps after December 2024 meeting?,0,5,45,0.022,0.0,-87.5,13304399.0156328
FOMC,2024-12-18,Fed decreases interest rates by 50 bps after December 2024 meeting?,1,5,45,0.085,0.0,-50.0,9192309.53167407
FOMC,2024-12-18,Fed decreases interest rates by 25 bps after December 2024 meeting?,2,5,45,0.685,1.0,-25.0,7490697.06615098
FOMC,2024-12-18,No change in Fed interest rates after December 2024 meeting?,3,5,45,0.175,0.0,0.0,7400313.75189
FOMC,2024-12-18,Fed increases interest rates by 25+ bps after December 2024 meeting?,4,5,45,0.0045,0.0,37.5,10228496.464075
FOMC,2024-12-18,Fed decreases interest rates by 75+ bps after December 2024 meeting?,0,5,60,0.02,0.0,-87.5,13304399.0156328
FOMC,2024-12-18,Fed decreases interest rates by 50 bps after December 2024 meeting?,1,5,60,0.095,0.0,-50.0,9192309.53167407
FOMC,2024-12-18,Fed decreases interest rates by 25 bps after December 2024 meeting?,2,5,60,0.7,1.0,-25.0,7490697.06615098
FOMC,2024-12-18,No change in Fed interest rates after December 2024 meeting?,3,5,60,0.19,0.0,0.0,7400313.75189
FOMC,2024-12-18,Fed increases interest rates by 25+ bps after December 2024 meeting?,4,5,60,0.006,0.0,37.5,10228496.464075
FOMC,2025-01-29,Fed decreases interest rates by 75+ bps after January 2025 meeting?,0,5,0,0.0005,0.0,-87.5,48840781.093981
FOMC,2025-01-29,Fed decreases interest rates by 50 bps after January 2025 meeting?,1,5,0,0.0015,0.0,-50.0,42815445.766141
FOMC,2025-01-29,Fed decreases interest rates by 25 bps after January 2025 meeting?,2,5,0,0.023,0.0,-25.0,21247359.999879
FOMC,2025-01-29,No change in Fed interest rates after January 2025 meeting?,3,5,0,0.9755,1.0,0.0,21033386.279391
FOMC,2025-01-29,Fed increases interest rates by 25+ bps after January 2025 meeting?,4,5,0,0.0015,0.0,37.5,56978076.059909
FOMC,2025-01-29,Fed decreases interest rates by 75+ bps after January 2025 meeting?,0,5,1,0.0005,0.0,-87.5,48840781.093981
FOMC,2025-01-29,Fed decreases interest rates by 50 bps after January 2025 meeting?,1,5,1,0.0015,0.0,-50.0,42815445.766141
FOMC,2025-01-29,Fed decreases interest rates by 25 bps after January 2025 meeting?,2,5,1,0.0185,0.0,-25.0,21247359.999879
FOMC,2025-01-29,No change in Fed interest rates after January 2025 meeting?,3,5,1,0.9795,1.0,0.0,21033386.279391
FOMC,2025-01-29,Fed increases interest rates by 25+ bps after January 2025 meeting?,4,5,1,0.0015,0.0,37.5,56978076.059909
FOMC,2025-01-29,Fed decreases interest rates by 75+ bps after January 2025 meeting?,0,5,2,0.0005,0.0,-87.5,48840781.093981
FOMC,2025-01-29,Fed decreases interest rates by 50 bps after January 2025 meeting?,1,5,2,0.0015,0.0,-50.0,42815445.766141
FOMC,2025-01-29,Fed decreases interest rates by 25 bps after January 2025 meeting?,2,5,2,0.033,0.0,-25.0,21247359.999879
FOMC,2025-01-29,No change in Fed interest rates after January 2025 meeting?,3,5,2,0.966,1.0,0.0,21033386.279391
FOMC,2025-01-29,Fed increases interest rates by 25+ bps after January 2025 meeting?,4,5,2,0.0015,0.0,37.5,56978076.059909
FOMC,2025-01-29,Fed decreases interest rates by 75+ bps after January 2025 meeting?,0,5,3,0.0015,0.0,-87.5,48840781.093981
FOMC,2025-01-29,Fed decreases interest rates by 50 bps after January 2025 meeting?,1,5,3,0.0015,0.0,-50.0,42815445.766141
FOMC,2025-01-29,Fed decreases interest rates by 25 bps after January 2025 meeting?,2,5,3,0.015,0.0,-25.0,21247359.999879
FOMC,2025-01-29,No change in Fed interest rates after January 2025 meeting?,3,5,3,0.982,1.0,0.0,21033386.279391
FOMC,2025-01-29,Fed increases interest rates by 25+ bps after January 2025 meeting?,4,5,3,0.0015,0.0,37.5,56978076.059909
FOMC,2025-01-29,Fed decreases interest rates by 75+ bps after January 2025 meeting?,0,5,5,0.0005,0.0,-87.5,48840781.093981
FOMC,2025-01-29,Fed decreases interest rates by 50 bps after January 2025 meeting?,1,5,5,0.0015,0.0,-50.0,42815445.766141
FOMC,2025-01-29,Fed decreases interest rates by 25 bps after January 2025 meeting?,2,5,5,0.0105,0.0,-25.0,21247359.999879
FOMC,2025-01-29,No change in Fed interest rates after January 2025 meeting?,3,5,5,0.9885,1.0,0.0,21033386.279391
FOMC,2025-01-29,Fed increases interest rates by 25+ bps after January 2025 meeting?,4,5,5,0.0015,0.0,37.5,56978076.059909
FOMC,2025-01-29,Fed decreases interest rates by 75+ bps after January 2025 meeting?,0,5,10,0.0015,0.0,-87.5,48840781.093981
FOMC,2025-01-29,Fed decreases interest rates by 50 bps after January 2025 meeting?,1,5,10,0.002,0.0,-50.0,42815445.766141
FOMC,2025-01-29,Fed decreases interest rates by 25 bps after January 2025 meeting?,2,5,10,0.03,0.0,-25.0,21247359.999879
FOMC,2025-01-29,No change in Fed interest rates after January 2025 meeting?,3,5,10,0.9515,1.0,0.0,21033386.279391
FOMC,2025-01-29,Fed increases interest rates by 25+ bps after January 2025 meeting?,4,5,10,0.0035,0.0,37.5,56978076.059909
FOMC,2025-01-29,Fed decreases interest rates by 75+ bps after January 2025 meeting?,0,5,15,0.0015,0.0,-87.5,48840781.093981
FOMC,2025-01-29,Fed decreases interest rates by 50 bps after January 2025 meeting?,1,5,15,0.0015,0.0,-50.0,42815445.766141
FOMC,2025-01-29,Fed decreases interest rates by 25 bps after January 2025 meeting?,2,5,15,0.032,0.0,-25.0,21247359.999879
FOMC,2025-01-29,No change in Fed interest rates after January 2025 meeting?,3,5,15,0.9645,1.0,0.0,21033386.279391
FOMC,2025-01-29,Fed increases interest rates by 25+ bps after January 2025 meeting?,4,5,15,0.0035,0.0,37.5,56978076.059909
FOMC,2025-01-29,Fed decreases interest rates by 75+ bps after January 2025 meeting?,0,5,20,0.0045,0.0,-87.5,48840781.093981
FOMC,2025-01-29,Fed decreases interest rates by 50 bps after January 2025 meeting?,1,5,20,0.0055,0.0,-50.0,42815445.766141
FOMC,2025-01-29,Fed decreases interest rates by 25 bps after January 2025 meeting?,2,5,20,0.055,0.0,-25.0,21247359.999879
FOMC,2025-01-29,No change in Fed interest rates after January 2025 meeting?,3,5,20,0.935,1.0,0.0,21033386.279391
FOMC,2025-01-29,Fed increases interest rates by 25+ bps after January 2025 meeting?,4,5,20,0.0045,0.0,37.5,56978076.059909
FOMC,2025-01-29,Fed decreases interest rates by 75+ bps after January 2025 meeting?,0,5,30,0.0045,0.0,-87.5,48840781.093981
FOMC,2025-01-29,Fed decreases interest rates by 50 bps after January 2025 meeting?,1,5,30,0.0105,0.0,-50.0,42815445.766141
FOMC,2025-01-29,Fed decreases interest rates by 25 bps after January 2025 meeting?,2,5,30,0.085,0.0,-25.0,21247359.999879
FOMC,2025-01-29,No change in Fed interest rates after January 2025 meeting?,3,5,30,0.905,1.0,0.0,21033386.279391
FOMC,2025-01-29,Fed increases interest rates by 25+ bps after January 2025 meeting?,4,5,30,0.0055,0.0,37.5,56978076.059909
FOMC,2025-01-29,Fed decreases interest rates by 75+ bps after January 2025 meeting?,0,5,45,0.009,0.0,-87.5,48840781.093981
FOMC,2025-01-29,Fed decreases interest rates by 50 bps after January 2025 meeting?,1,5,45,0.0265,0.0,-50.0,42815445.766141
FOMC,2025-01-29,Fed decreases interest rates by 25 bps after January 2025 meeting?,2,5,45,0.235,0.0,-25.0,21247359.999879
FOMC,2025-01-29,No change in Fed interest rates after January 2025 meeting?,3,5,45,0.72,1.0,0.0,21033386.279391
FOMC,2025-01-29,Fed increases interest rates by 25+ bps after January 2025 meeting?,4,5,45,0.008,0.0,37.5,56978076.059909
FOMC,2025-01-29,Fed decreases interest rates by 75+ bps after January 2025 meeting?,0,5,60,0.014,0.0,-87.5,48840781.093981
FOMC,2025-01-29,Fed decreases interest rates by 50 bps after January 2025 meeting?,1,5,60,0.051,0.0,-50.0,42815445.766141
FOMC,2025-01-29,Fed decreases interest rates by 25 bps after January 2025 meeting?,2,5,60,0.285,0.0,-25.0,21247359.999879
FOMC,2025-01-29,No change in Fed interest rates after January 2025 meeting?,3,5,60,0.645,1.0,0.0,21033386.279391
FOMC,2025-01-29,Fed increases interest rates by 25+ bps after January 2025 meeting?,4,5,60,0.0105,0.0,37.5,56978076.059909
FOMC,2025-03-19,Fed decreases interest rates by 50+ bps after March 2025 meeting?,0,4,0,0.0015,0.0,-62.5,22150914.603213
FOMC,2025-03-19,Fed decreases interest rates by 25 bps after March 2025 meeting?,1,4,0,0.0085,0.0,-25.0,17180913.164155
FOMC,2025-03-19,No change in Fed interest rates after March 2025 meeting?,2,4,0,0.9915,1.0,0.0,17161804.938166
FOMC,2025-03-19,Fed increases interest rates by 25+ bps after March 2025 meeting?,3,4,0,0.0005,0.0,37.5,21544318.532625
FOMC,2025-03-19,Fed decreases interest rates by 50+ bps after March 2025 meeting?,0,4,1,0.0015,0.0,-62.5,22150914.603213
FOMC,2025-03-19,Fed decreases interest rates by 25 bps after March 2025 meeting?,1,4,1,0.0085,0.0,-25.0,17180913.164155
FOMC,2025-03-19,No change in Fed interest rates after March 2025 meeting?,2,4,1,0.9905,1.0,0.0,17161804.938166
FOMC,2025-03-19,Fed increases interest rates by 25+ bps after March 2025 meeting?,3,4,1,0.0005,0.0,37.5,21544318.532625
FOMC,2025-03-19,Fed decreases interest rates by 50+ bps after March 2025 meeting?,0,4,2,0.0015,0.0,-62.5,22150914.603213
FOMC,2025-03-19,Fed decreases interest rates by 25 bps after March 2025 meeting?,1,4,2,0.012,0.0,-25.0,17180913.164155
FOMC,2025-03-19,No change in Fed interest rates after March 2025 meeting?,2,4,2,0.9885,1.0,0.0,17161804.938166
FOMC,2025-03-19,Fed increases interest rates by 25+ bps after March 2025 meeting?,3,4,2,0.0005,0.0,37.5,21544318.532625
FOMC,2025-03-19,Fed decreases interest rates by 50+ bps after March 2025 meeting?,0,4,3,0.0015,0.0,-62.5,22150914.603213
FOMC,2025-03-19,Fed decreases interest rates by 25 bps after March 2025 meeting?,1,4,3,0.0125,0.0,-25.0,17180913.164155
FOMC,2025-03-19,No change in Fed interest rates after March 2025 meeting?,2,4,3,0.9865,1.0,0.0,17161804.938166
FOMC,2025-03-19,Fed increases interest rates by 25+ bps after March 2025 meeting?,3,4,3,0.0015,0.0,37.5,21544318.532625
FOMC,2025-03-19,Fed decreases interest rates by 50+ bps after March 2025 meeting?,0,4,5,0.0015,0.0,-62.5,22150914.603213
FOMC,2025-03-19,Fed decreases interest rates by 25 bps after March 2025 meeting?,1,4,5,0.013,0.0,-25.0,17180913.164155
FOMC,2025-03-19,No change in Fed interest rates after March 2025 meeting?,2,4,5,0.9855,1.0,0.0,17161804.938166
FOMC,2025-03-19,Fed increases interest rates by 25+ bps after March 2025 meeting?,3,4,5,0.0015,0.0,37.5,21544318.532625
FOMC,2025-03-19,Fed decreases interest rates by 50+ bps after March 2025 meeting?,0,4,10,0.005,0.0,-62.5,22150914.603213
FOMC,2025-03-19,Fed decreases interest rates by 25 bps after March 2025 meeting?,1,4,10,0.0205,0.0,-25.0,17180913.164155
FOMC,2025-03-19,No change in Fed interest rates after March 2025 meeting?,2,4,10,0.9725,1.0,0.0,17161804.938166
FOMC,2025-03-19,Fed increases interest rates by 25+ bps after March 2025 meeting?,3,4,10,0.0035,0.0,37.5,21544318.532625
FOMC,2025-03-19,Fed decreases interest rates by 50+ bps after March 2025 meeting?,0,4,15,0.0115,0.0,-62.5,22150914.603213
FOMC,2025-03-19,Fed decreases interest rates by 25 bps after March 2025 meeting?,1,4,15,0.057,0.0,-25.0,17180913.164155
FOMC,2025-03-19,No change in Fed interest rates after March 2025 meeting?,2,4,15,0.924,1.0,0.0,17161804.938166
FOMC,2025-03-19,Fed increases interest rates by 25+ bps after March 2025 meeting?,3,4,15,0.0035,0.0,37.5,21544318.532625
FOMC,2025-03-19,Fed decreases interest rates by 50+ bps after March 2025 meeting?,0,4,20,0.0065,0.0,-62.5,22150914.603213
FOMC,2025-03-19,Fed decreases interest rates by 25 bps after March 2025 meeting?,1,4,20,0.031,0.0,-25.0,17180913.164155
FOMC,2025-03-19,No change in Fed interest rates after March 2025 meeting?,2,4,20,0.9585,1.0,0.0,17161804.938166
FOMC,2025-03-19,Fed increases interest rates by 25+ bps after March 2025 meeting?,3,4,20,0.0055,0.0,37.5,21544318.532625
FOMC,2025-03-19,Fed decreases interest rates by 50+ bps after March 2025 meeting?,0,4,30,0.0055,0.0,-62.5,22150914.603213
FOMC,2025-03-19,Fed decreases interest rates by 25 bps after March 2025 meeting?,1,4,30,0.0255,0.0,-25.0,17180913.164155
FOMC,2025-03-19,No change in Fed interest rates after March 2025 meeting?,2,4,30,0.9655,1.0,0.0,17161804.938166
FOMC,2025-03-19,Fed increases interest rates by 25+ bps after March 2025 meeting?,3,4,30,0.005,0.0,37.5,21544318.532625
FOMC,2025-03-19,Fed decreases interest rates by 50+ bps after March 2025 meeting?,0,4,45,0.0105,0.0,-62.5,22150914.603213
FOMC,2025-03-19,Fed decreases interest rates by 25 bps after March 2025 meeting?,1,4,45,0.125,0.0,-25.0,17180913.164155
FOMC,2025-03-19,No change in Fed interest rates after March 2025 meeting?,2,4,45,0.865,1.0,0.0,17161804.938166
FOMC,2025-03-19,Fed increases interest rates by 25+ bps after March 2025 meeting?,3,4,45,0.009,0.0,37.5,21544318.532625
FOMC,2025-03-19,Fed decreases interest rates by 50+ bps after March 2025 meeting?,0,4,60,0.023,0.0,-62.5,22150914.603213
FOMC,2025-03-19,Fed decreases interest rates by 25 bps after March 2025 meeting?,1,4,60,0.225,0.0,-25.0,17180913.164155
FOMC,2025-03-19,No change in Fed interest rates after March 2025 meeting?,2,4,60,0.725,1.0,0.0,17161804.938166
FOMC,2025-03-19,Fed increases interest rates by 25+ bps after March 2025 meeting?,3,4,60,0.0105,0.0,37.5,21544318.532625
FOMC,2025-05-07,Fed decreases interest rates by 50+ bps after May 2025 meeting?,0,4,0,0.0015,0.0,-62.5,22089574.500042
FOMC,2025-05-07,Fed decreases interest rates by 25 bps after May 2025 meeting?,1,4,0,0.0155,0.0,-25.0,21653201.774564
FOMC,2025-05-07,No change in Fed interest rates after May 2025 meeting?,2,4,0,0.9825,1.0,0.0,20629387.641397
FOMC,2025-05-07,Fed increases interest rates by 25+ bps after May 2025 meeting?,3,4,0,0.0005,0.0,37.5,24000661.535559
FOMC,2025-05-07,Fed decreases interest rates by 50+ bps after May 2025 meeting?,0,4,1,0.0015,0.0,-62.5,22089574.500042
FOMC,2025-05-07,Fed decreases interest rates by 25 bps after May 2025 meeting?,1,4,1,0.0195,0.0,-25.0,21653201.774564
FOMC,2025-05-07,No change in Fed interest rates after May 2025 meeting?,2,4,1,0.9785,1.0,0.0,20629387.641397
FOMC,2025-05-07,Fed increases interest rates by 25+ bps after May 2025 meeting?,3,4,1,0.001,0.0,37.5,24000661.535559
FOMC,2025-05-07,Fed decreases interest rates by 50+ bps after May 2025 meeting?,0,4,2,0.0025,0.0,-62.5,22089574.500042
FOMC,2025-05-07,Fed decreases interest rates by 25 bps after May 2025 meeting?,1,4,2,0.023,0.0,-25.0,21653201.774564
FOMC,2025-05-07,No change in Fed interest rates after May 2025 meeting?,2,4,2,0.975,1.0,0.0,20629387.641397
FOMC,2025-05-07,Fed increases interest rates by 25+ bps after May 2025 meeting?,3,4,2,0.0005,0.0,37.5,24000661.535559
FOMC,2025-05-07,Fed decreases interest rates by 50+ bps after May 2025 meeting?,0,4,3,0.0015,0.0,-62.5,22089574.500042
FOMC,2025-05-07,Fed decreases interest rates by 25 bps after May 2025 meeting?,1,4,3,0.023,0.0,-25.0,21653201.774564
FOMC,2025-05-07,No change in Fed interest rates after May 2025 meeting?,2,4,3,0.9765,1.0,0.0,20629387.641397
FOMC,2025-05-07,Fed increases interest rates by 25+ bps after May 2025 meeting?,3,4,3,0.0005,0.0,37.5,24000661.535559
FOMC,2025-05-07,Fed decreases interest rates by 50+ bps after May 2025 meeting?,0,4,5,0.0045,0.0,-62.5,22089574.500042
FOMC,2025-05-07,Fed decreases interest rates by 25 bps after May 2025 meeting?,1,4,5,0.044,0.0,-25.0,21653201.774564
FOMC,2025-05-07,No change in Fed interest rates after May 2025 meeting?,2,4,5,0.955,1.0,0.0,20629387.641397
FOMC,2025-05-07,Fed increases interest rates by 25+ bps after May 2025 meeting?,3,4,5,0.0015,0.0,37.5,24000661.535559
FOMC,2025-05-07,Fed decreases interest rates by 50+ bps after May 2025 meeting?,0,4,10,0.012,0.0,-62.5,22089574.500042
FOMC,2025-05-07,Fed decreases interest rates by 25 bps after May 2025 meeting?,1,4,10,0.095,0.0,-25.0,21653201.774564
FOMC,2025-05-07,No change in Fed interest rates after May 2025 meeting?,2,4,10,0.895,1.0,0.0,20629387.641397
FOMC,2025-05-07,Fed increases interest rates by 25+ bps after May 2025 meeting?,3,4,10,0.0055,0.0,37.5,24000661.535559
FOMC,2025-05-07,Fed decreases interest rates by 50+ bps after May 2025 meeting?,0,4,15,0.0135,0.0,-62.5,22089574.500042
FOMC,2025-05-07,Fed decreases interest rates by 25 bps after May 2025 meeting?,1,4,15,0.075,0.0,-25.0,21653201.774564
FOMC,2025-05-07,No change in Fed interest rates after May 2025 meeting?,2,4,15,0.915,1.0,0.0,20629387.641397
FOMC,2025-05-07,Fed increases interest rates by 25+ bps after May 2025 meeting?,3,4,15,0.0055,0.0,37.5,24000661.535559
